Company Name,Category,Sector,Share Price,Market Cap (in crores),Source,Lot Size,Min. Qty.,ISIN,Special Comment,Sell Price Rupeess
Gandhar Oil Unlisted Shares,,Oil Refinery,₹ 350,,https://buysellunlistedshares.com/,,,INE717W01049,"Fundamentals strong, IPO soon",
HDB Financial Services Unlisted Shares,,NBFC,₹ 675,,https://buysellunlistedshares.com/,,,INE756I01012,HDFC Bank subsidiary + IPO soon,
HDFC Securities Unlisted Shares,,Brokerage,₹ 11500,,https://buysellunlistedshares.com/,,,INE700G01014,HDFC subsidiary + IPO soon,
Hero FinCorp Unlisted Shares,,NBFC,₹ 1100,,https://buysellunlistedshares.com/,,,INE957N01016,Hero group + IPO soon,
Hexaware Unlisted Shares,,Software,₹ 620,,https://buysellunlistedshares.com/,,,INE093A01033,Undervalued IT company,
Indian Comm Exch (ICEX) Unlisted Shares,,Exchange,₹ 4.50,,https://buysellunlistedshares.com/,,,INE678L01012,"3rd commodity exchange after MCX, NCDEX",
Indofil Industries Unlisted Shares,,Agrochemical,₹ 700,,https://buysellunlistedshares.com/,,,INE071I01016,"Strong government focus, agrochemical sector",
Ixigo (Le Travenues Tech) Unlisted Shares,,Travel portal,₹ 95,,https://buysellunlistedshares.com/,,,INE0HV901016,IPO soon. Travel startup,
Kannur International Airport Unlisted Shares,,Airport,₹ 108,,https://buysellunlistedshares.com/,,,INE02Y401013,PPP Infra Company,
Kurlon Ltd Unlisted Shares,,Holding co,₹ 575,,https://buysellunlistedshares.com/,,,INE781F01032,Kurlon brand premium,
Kurlon Enterprises Unlisted Shares,,Mattress maker,₹ 800,,https://buysellunlistedshares.com/,,,INE387W01025,Superbrand consumption boom. IPO soon,
Lava International Unlisted Shares,,Cons electronics,₹ 98,,https://buysellunlistedshares.com/,,,INE745X01014,PLI scheme. contract manufacturer,
Madbow Ventures (New Arrival),,Cons platform,₹ 50 - 55,,https://buysellunlistedshares.com/,,,INE0JKD01014,fashion and lifestyle brand,
Market Simplified India Unlisted Shares,,Software,₹ 54,,https://buysellunlistedshares.com/,,,INE931L01015,NSE Holding 30% stake,
Merino Industries Unlisted Shares,,Laminates,₹ 2900,,https://buysellunlistedshares.com/,,,INE662B01017,Highly profitable company,
MKCL,,IT education,₹ 375,,https://buysellunlistedshares.com/,,,INE03KR01016,cash rich + debt free e learning,
Metropolitan Stock(MSEI) Unlisted Shares,,Stock exchange,₹ 0.90,,https://buysellunlistedshares.com/,,,INE312K01010,"3rd functional stock exchange after BSE, NSE",
Mohan Meakin Unlisted Shares,,Liquor,"₹ 1,650",,https://buysellunlistedshares.com/,,,INE136D01018,"Old monk maker, listing soon",
Motilal Home Finance Unlisted Shares,,Home Finance,₹ 9.65,,https://buysellunlistedshares.com/,,,INE658R01011,Motilal Oswal group housing finance co,
Nayara Energy (Essar Oil) Unlisted Shares,,Refinery,₹ 225,,https://buysellunlistedshares.com/,,,INE011A01019,Russian oil major owned oil firm,
National Stock Exch(NSE) Unlisted Shares,,Stock Exchange,"₹ 3,250",,https://buysellunlistedshares.com/,,,INE721I01024,World's leading stock exchange. IPO soon,
NSDL Unlisted Shares,,Depository,Not Available,,https://buysellunlistedshares.com/,,,,DRHP Filed. IPO soon,
One MobiKwik Systems Unlisted Shares,,digital wallet,₹ 375,,https://buysellunlistedshares.com/,,,INE0HLU01028,IPO soon,
Oyo Unlisted Shares,,Hotel chain,₹ 68,,https://buysellunlistedshares.com/,,,INE130H01012,World's 3rd largest hotel chain. IPO soon,
Otis Elevator Company (India) Limited Shares,,Lift Manufacturer,"₹ 3,750",,https://buysellunlistedshares.com/,,,INE099A01014,Very High Dividend Yield,
Paymate Unlisted Shares,,Payment Sols,₹ 340,,https://buysellunlistedshares.com/,,,INE08J501021,Leading B2B payments services. IPO soon,
Polymatech Electronics Unlisted Shares,,Semiconductor,₹ 465,,https://buysellunlistedshares.com/,,,INE0OLN01011,LED semiconductor chips,
Reliance Retail Unlisted Shares,,Retail,Best rates,,https://buysellunlistedshares.com/,,,INE742O01010,RIL group organised retail giant,
SBI Home Finance Unlisted Shares,,Home Loans,₹ 53,,https://buysellunlistedshares.com/,,,INE627A01012,Home Loans,
Skinbook Laboratories Unlisted Shares (New),,Cosmetics,₹ 38,,https://buysellunlistedshares.com/,,,INE0Q2O01017,Cosmetics,
Sterlite Power Transm Unlisted Shares,,Infrastructure,₹ 635,,https://buysellunlistedshares.com/,,,INE110V01015,Cheapest power infrastructure stock,
Studds Accessories Unlisted Shares,,Helmet maker,₹ 865,,https://buysellunlistedshares.com/,,,INE00Q601028,World’s largest helmet maker. IPO soon,
Tata Capital Unlisted Shares  (New Arrival),,NBFC,₹ 475,,https://buysellunlistedshares.com/,,,INE976I01016,Tata group leading financial firm,
Tata Technologies Unlisted Shares,,Technology,₹ 860,,https://buysellunlistedshares.com/,,,INE142M01017,Tata group engineering co. IPO soon,
TRL Krosaki Refractories Unlisted Shares,,Refractories,₹ 1275,,https://buysellunlistedshares.com/,,,INE012L01014,"No 1 Refractory, strong fundamentals",
Urban Tots Unlisted Shares,,"Housewares, Toys",₹ 48,,https://buysellunlistedshares.com/,,,INE0MQ801018,Toys exporter,
Utkarsh Microfinance Unlisted Shares,,Small Fin Bank,₹ 195,,https://buysellunlistedshares.com/,,,INE396P01012,Financial inclusion beneficiary + IPO soon,
Waaree Energies Unlisted Shares(New Arrival),,Solar modules leader,₹ 775,,https://buysellunlistedshares.com/,,,INE377N01017,Renewable energy Solar PV Module manufacturer,
BLSX LIMITED,,,20,,https://www.unlistedsharebrokers.com/,100,,INE0MDG01016,,30
Indian Commodity Exchange Limited (ICEX),,,3,,https://www.unlistedsharebrokers.com/,100,,INE678L01012,,6
ORBIS FINANCIAL CORPORATION LTD.,,,80,,https://www.unlistedsharebrokers.com/,100,,INE155K01013,,100
ORAVEL STAYS LIMITED (OYO),,,55,,https://www.unlistedsharebrokers.com/,100,,INE561T01021,,68
IMAGINE MARKETING LIMITED (BOAT),,,850,,https://www.unlistedsharebrokers.com/,100,,INE03AV01027,,950
COCHIN INTERNATIONAL AIRPORT LIMITED,,,169,,https://www.unlistedsharebrokers.com/,100,,INE02KH01019,,185
KANNUR INTERNATIONAL AIRPORT LIMITED,,,100,,https://www.unlistedsharebrokers.com/,100,,INE02Y401013,,115
PHARMED LIMITED,,,500,,https://www.unlistedsharebrokers.com/,100,,INE0EEI01017,,700
MARKET SIMPLIFIED INDIA LIMITED,,,52,,https://www.unlistedsharebrokers.com/,100,,INE931L01015,,63
Signify Innovations India Limited Unlisted Shares,,,1300,,https://www.unlistedsharebrokers.com/,100,,INE045U01015,,1500
Philips Domestic Appliances India Limited Unlisted Shares,,,500,,https://www.unlistedsharebrokers.com/,100,,INE0FO801019,,600
HDB Financial Services Limited Unlisted Shares,,,650,,https://www.unlistedsharebrokers.com/,100,,INE756I01012,,700
Indofil Industries Limited Unlisted Shares,,,600,,https://www.unlistedsharebrokers.com/,100,,INE071I01016,,700
Merino Industries Ltd Unlisted Shares,,,2700,,https://www.unlistedsharebrokers.com/,100,,INE662B01017,,2800
HDFC Securities Unlisted Shares,,,10500,,https://www.unlistedsharebrokers.com/,100,,INE700G01014,,11500
MAXVALUE CREDITS AND INVESTMENTS LIMITED,,,5,,https://www.unlistedsharebrokers.com/,,,INE040401023,,7
Capgemini Technology Services India Limited Unlisted Shares,,,9800,,https://www.unlistedsharebrokers.com/,,,INE177B01032,,11000
Philips India Limited Unlisted Shares,,,900,,https://www.unlistedsharebrokers.com/,100,,INE319A01016,,1100
Reliance Retail Limited Unlisted Shares,,,0,,https://www.unlistedsharebrokers.com/,,,INE742O01010,,0
Sterlite Power Transmission Limited Unlisted Shares,,,600,,https://www.unlistedsharebrokers.com/,,,INE110V01015,,650
Care Health (Religare Health) Insurance Limited Unlisted Shares,,,155,,https://www.unlistedsharebrokers.com/,,,INE119J01011,,170
Chennai Super Kings Cricket Limited Unlisted Shares,,,155,,https://www.unlistedsharebrokers.com/,100,,INE852S01026,,170
Mohan Meakin Limited Unlisted Shares,,,1500,,https://www.unlistedsharebrokers.com/,100,,INE136D01018,,1700
National Stock Exchange of India Limited (NSE),,,3100,,https://www.unlistedsharebrokers.com/,100,,,,3300
G G Automotive Gears Limited Unlisted Shares,,,25,,https://www.unlistedsharebrokers.com/,100,,INE493B01017,,35
Spencer & Company Limited,,,700,,https://www.unlistedsharebrokers.com/,100,,IN9766E01018,,900
Lakeshore Hospital & Research Centre Limited,,,55,,https://www.unlistedsharebrokers.com/,100,,INE01TI01010,,70
Fincare Business Services Limited,,,80,,https://www.unlistedsharebrokers.com/,100,,INE957R01025,,92
Ring Plus Aqua Limited,,,350,,https://www.unlistedsharebrokers.com/,100,,INE093H01012,,425
India Exposition Mart Limited,,,100,,https://www.unlistedsharebrokers.com/,100,,INE01JH01013,,150
API Holdings Limited (PharmEasy),,,8,,https://www.unlistedsharebrokers.com/,100,,INE0DJ201029,,12
AGS Transact Technologies Limited,,,150,,https://www.unlistedsharebrokers.com/,100,,INE583L01014,,200
MINOSHA INDIA LIMITED,,,0,,https://www.unlistedsharebrokers.com/,100,,INE291B01023,,0
Hexaware Technologies Limited,,,575,,https://www.unlistedsharebrokers.com/,100,,INE093A01033,,650
Hindustan Times Unlisted Shares,,,600,,https://www.unlistedsharebrokers.com/,25,,INE946D01010,,750
One Mobikwik Systems Limited unlisted share,,,250,,https://www.unlistedsharebrokers.com/,100,,INE0HLU01028,,350
SBI HOME FINANCE LIMITED,,,60,,https://www.unlistedsharebrokers.com/,,,INE627A01012,,75
NCL Holdings (A&S) Limited,,,55,,https://www.unlistedsharebrokers.com/,100,,INE06DT01010,,70
Shriram Life Insurance Company Limited,,,325,,https://www.unlistedsharebrokers.com/,100,,INE227H01016,,390
Schneider Electric President Systems Ltd.,,,150,,https://www.unlistedsharebrokers.com/,,,INE155D01018,,290
Hicks Thermometers (India) Limited,,,1400,,https://www.unlistedsharebrokers.com/,100,,INE923S01017,,1600
LAVA International Limited Unlisted Shares,,,80,,https://www.unlistedsharebrokers.com/,,,INE745X01014,,120
Silverline Technologies Limited,,,4,,https://www.unlistedsharebrokers.com/,100,,INE368A01021,,7
Inkel Limited Unlisted Shares,,,9,,https://www.unlistedsharebrokers.com/,,,INE308U01017,,14
ESL Steel limited Unlisted Shares,,,30,,https://www.unlistedsharebrokers.com/,,,INE481K01021,,40
Maharashtra Knowledge Corporation Limited Unlisted Shares,,,250,,https://www.unlistedsharebrokers.com/,,,INE03KR01016,,350
C&S Electric Limited Unlisted Shares,,,490,,https://www.unlistedsharebrokers.com/,,,INE052F01012,,600
Anugraha Valve Castings Limited Unlisted Shares,,,230,,https://www.unlistedsharebrokers.com/,,,INE629Z01015,,300
Empire Spices and Foods Limited Unlisted Shares,,,300,,https://www.unlistedsharebrokers.com/,,,INE041101010,,400
Elofic Industries Limited Unlisted Shares,,,2200,,https://www.unlistedsharebrokers.com/,,,INE02YY01015,,2600
Inox Leasing & Finance ltd Unlisted Shares,,,2100,,https://www.unlistedsharebrokers.com/,,,INE608E01014,,2500
Motilal Oswal Home Finance Ltd Unlisted Shares,,,7,,https://www.unlistedsharebrokers.com/,,,INE658R01011,,10
B9 Beverages Bira Beer Unlisted Shares,,,550,,https://www.unlistedsharebrokers.com/,,,INE833U01014,,625
Utkarsh Micro Finance Ltd Unlisted Shares,,,100,,https://www.unlistedsharebrokers.com/,,,INE396P07076,,190
Capital Small Finance Bank Unlisted Shares,,,325,,https://www.unlistedsharebrokers.com/,100,,INE646H08020,,400
Anheuser Busch Inbev I Ltd Unlisted shares,,,250,,https://www.unlistedsharebrokers.com/,100,,BE0974293251,,400
Nayara Energy Ltd Unlisted Shares,,,200,,https://www.unlistedsharebrokers.com/,100,,INE011A01019,,250
Assam Carbon Products Ltd Unlisted Shares,,,170,,https://www.unlistedsharebrokers.com/,,,INE496C01018,,250
India Carbon Ltd Unlisted Shares,,,900,,https://www.unlistedsharebrokers.com/,100,,INE743B01015,,1100
Top Five Company Shares,,,,,https://www.unlistedsharebrokers.com/,,,,,
Mohindra Fasteners Unlisted Shares,,,140,,https://www.unlistedsharebrokers.com/,,,INE705H01011,,225
Amol Minechem Limited Unlisted Shares,,,550,,https://www.unlistedsharebrokers.com/,,,INE404C01012,,650
Bharat Nidhi Limited Unlisted Shares,,,9000,,https://www.unlistedsharebrokers.com/,100,,INE286F01016,,11500
Aricent Technologies Limited Unlisted Shares,,,550,,https://www.unlistedsharebrokers.com/,100,,INE272I01010,,650
Kurlon Limited Unlisted Shares,,,460,,https://www.unlistedsharebrokers.com/,100,,INE781F01032,,550
AV Thomas Co Unlisted Shares,,,15000,,https://www.unlistedsharebrokers.com/,100,,,,18000
Camac Commercial Company Limited Unlisted Shares,,,30000,,https://www.unlistedsharebrokers.com/,100,,INE227E01013,,40000
Carrier Airconditioning and Refrigeration Ltd. Unlisted Shares,,,240,,https://www.unlistedsharebrokers.com/,100,,INE040I01011,,300
T Stanes & Co Unlisted Shares,,,700,,https://www.unlistedsharebrokers.com/,100,,INE420F01011,,800
Resins and Plastics Limited Unlisted Shares,,,300,,https://www.unlistedsharebrokers.com/,100,,INE422F01017,,375
Otis Elevator Company (I) Limited Unlisted Shares,,,3200,,https://www.unlistedsharebrokers.com/,100,,INE099A01014,,4000
Dalmia Refractories Unlisted Shares,,,100,,https://www.unlistedsharebrokers.com/,100,,INE200F01017,,170
Frick India Limited Unlisted Shares,,,6000,,https://www.unlistedsharebrokers.com/,100,,INE499C01012,,6500
Hero Fincorp Limited Unlisted Shares,,,1100,,https://www.unlistedsharebrokers.com/,100,,INE957N01016,,1200
Elcid Investments Limited Unlisted Shares,,,120000,,https://www.unlistedsharebrokers.com/,100,,INE927X01018,,140000
PNB Finance Unlisted Shares,,,6000,,https://www.unlistedsharebrokers.com/,100,,INE057F01011,,7000
Merind Limited Unlisted Shares,,,200,,https://www.unlistedsharebrokers.com/,100,,INE215A01016,,350
Metropolitan Stock Exchange Unlisted Shares,,,1,,https://www.unlistedsharebrokers.com/,1000,,INE312K01010,,1
Tata Technologies Unlisted Shares,,,800,,https://www.unlistedsharebrokers.com/,100,,INE142M01017,,900
Fino Paytech Unlisted Shares,,,100,,https://www.unlistedsharebrokers.com/,100,,INE511I01011,,150
Kurlon Enterprises Limited Unlisted Shares,,,600,,https://www.unlistedsharebrokers.com/,100,,INE781F01032,,700
Studds Accessories Limited Unlisted Shares,,,800,,https://www.unlistedsharebrokers.com/,100,,INE00Q601028,,900
Ramaraju Surgical Unlisted Shares,,,680,,https://www.unlistedsharebrokers.com/,100,,INE328E01027,,740
Bharat Hotels Limited Unlisted Shares,,,150,,https://www.unlistedsharebrokers.com/,100,,INE466A01015,,200
NCL Buildtek Limited Unlisted Shares,,,200,,https://www.unlistedsharebrokers.com/,100,,INE243S01010,,250
Anand Projects Limited Unlisted Shares,,,150,,https://www.unlistedsharebrokers.com/,100,,INE134R01013,,250
Digvijay Finlease Limited Unlisted Shares,,,1500,,https://www.unlistedsharebrokers.com/,100,,INE01US01017,,1900
shares,,,,,https://www.unlistedsharebrokers.com/,,,,,
